id,recipeName,rating,totalTimeInSeconds,course,cuisine,ingredients,dish
Butter_sugar-Crepes-Epicurious,Butter-Sugar Crepes,5,3600.0,[Breakfast and Brunch],[French],"[unsalted butter, whole milk, all-purpose flour, large eggs, sugar]",crepes
Orange_anise-Crepes-Allrecipes,Orange-Anise Crepes,4,30000.0,"[Desserts, Breakfast and Brunch]",[French],"[large eggs, milk, orange juice, anise extract, all-purpose flour, butter, sugar]",crepes
Cinnamon-Vanilla-Crepes-1355561,Cinnamon Vanilla Crepes,4,2100.0,[Breakfast and Brunch],,"[whole wheat white flour, milk, eggs, sugar, cinnamon, vanilla extract, butter, fruit, chocolate chips, yoghurt]",crepes
Apple-Crepes-Martha-Stewart-239194,Apple Crepes,4,1500.0,[Desserts],[French],"[unsalted butter, apples, sugar, chopped walnuts, cinnamon, salt, crepes]",crepes
Seafood-Crepes-1347423,Seafood Crepes,3,2700.0,,,"[Gold Medal All Purpose Flour, milk, vegetable oil, sugar, baking powder, salt, eggs, butter, fresh mushrooms, green onions, cooked shrimp, crabmeat, half & half, cream cheese, shredded swiss cheese]",crepes
Monday-Morning-Crepes-504212,Monday Morning Crepes,4,2400.0,[Breakfast and Brunch],,"[eggs, milk, water, melted butter, spelt flour, honey, salt]",crepes
Louisiana-Citrus-Crepes-1086295,Louisiana Citrus Crepes,3,4800.0,"[Desserts, Breakfast and Brunch]",[French],"[fat free milk, vanilla beans, granulated sugar, corn starch, salt, large egg yolks, reduced-fat sour cream, crepes, water, butter, vanilla extract, large eggs, all-purpose flour, cooking spray, navel oranges, red grapefruit, chopped fresh mint, powdered sugar, mint sprigs]",crepes
Regular-Crepes-Allrecipes,Regular Crepes,5,1800.0,[Breakfast and Brunch],[Kid-Friendly],"[all-purpose flour, white sugar, baking powder, salt, milk, butter, vanilla extract, eggs]",crepes
Savory-Cheese-Crepes-1018561,Savory Cheese Crepes,4,2100.0,[Breakfast and Brunch],,"[milk, shredded extra sharp cheddar cheese, large eggs, all-purpose flour, sugar, salt, vegetable oil, sour cream, scallions, pepper]",crepes
Maple-Pecan-Crepes-1019372,Maple Pecan Crêpes,3,1800.0,[Breakfast and Brunch],,"[eggs, milk, all-purpose flour, kosher salt, unsalted butter, chopped pecans, maple syrup, light brown sugar]",crepes
Chocolate-crepes-with-strawberries-352023,Chocolate Crepes with Strawberries,5,,"[Breakfast and Brunch, Desserts]",,"[all-purpose flour, cocoa powder, powdered sugar, 1% low-fat milk, large egg whites, eggs, oil, butter-flavored spray, strawberries, cool whip, chocolate syrup]",crepes
Nutella-Crepe-Cake-756973,Nutella Crepe Cake,3,3900.0,[Desserts],,"[unsalted butter, Nutella, heavy cream, crepes, bittersweet chocolate]",crepes
Sweet-Crepes-1228807,Sweet Crêpes,4,3000.0,[Desserts],,"[large eggs, whole milk, water, all-purpose flour, butter, sugar, vanilla extract, Nutella, cream sweeten whip, strawberries]",crepes
Man-Crepes-Martha-Stewart-196198,Man Crepes,5,3000.0,"[Desserts, Breakfast and Brunch]",,"[all-purpose flour, coarse salt, baking powder, large eggs, milk, water, pure vanilla extract, unsalted butter, sugar, orange]",crepes
Chicken-Crepe-1166419,Chicken Crepe,4,,[Main Dishes],,"[crepes, condensed cream of chicken soup, mayonnaise, cream, curry powder, onions, lemon juice, salt, pepper, cooked chicken, cheddar cheese, chicken]",crepes
Blueberry-Crepes-1055031,Blueberry Crepes,4,2400.0,[Breakfast and Brunch],,"[flour, salt, eggs, water, milk, butter, vanilla extract, blueberries, light brown sugar]",crepes
Basic-Crepes-1061923,Basic Crepes,4,1800.0,[Breakfast and Brunch],,"[all-purpose flour, eggs, milk, water, salt, butter]",crepes
Crepes-with-Caramelized-Pears_-Blackberries-and-Mascarpone-Cream-1329463,"Crepes with Caramelized Pears, Blackberries and Mascarpone Cream",4,2700.0,"[Desserts, Breakfast and Brunch]",,"[crepes, milk, water, eggs, melted butter, pure vanilla extract, all-purpose flour, cinnamon, mascarpone, heavy cream, confectioners sugar, butter, pears, brown sugar, blackberries, honey]",crepes
Apple-Pie-Crepes-1313188,Apple Pie Crepes,4,3300.0,"[Desserts, Breakfast and Brunch]",,"[whole wheat white flour, apple cider, whole milk, salt, sugar, butter, large eggs, melted butter, vanilla, apples, brown sugar, flour, cinnamon, lemon juice, powdered sugar]",crepes
Russian-Kefir-Crepes-1326250,Russian Kefir Crepes,4,2400.0,"[Desserts, Breakfast and Brunch]",,"[kefir, eggs, all-purpose flour, salt, sugar, baking soda, boiling water, oil, butter]",crepes
Strawberry-Crepes-1077604,Strawberry Crepes,4,2700.0,[Desserts],[French],"[strawberries, sugar, eggs, milk, water, flour, melted butter, heavy cream, salt, yolk, vanilla, whipped cream]",crepes
3-Ingredient-Vegan-Crepes-1310500,3-Ingredient Vegan Crepes,4,900.0,[Breakfast and Brunch],,"[all-purpose flour, soy milk, flax egg]",crepes
Basic-Crepes-544465,Basic Crepes,5,1800.0,[Breakfast and Brunch],[French],"[all-purpose flour, eggs, milk, water, salt, butter]",crepes
Good-Morning-Crepes-MyRecipes-264565,Good Morning Crepes,3,1080.0,[Breakfast and Brunch],[French],"[turkey bacon, cooking spray, large eggs, black pepper, crepes, maple syrup]",crepes
Everyday-crepes-329536,Everyday Crepes,3,2400.0,[Breakfast and Brunch],,"[all-purpose flour, eggs, butter, sugar, salt, almond extract, milk]",crepes
Creamy-Strawberry-Crepes-Allrecipes,Creamy Strawberry Crepes,5,3600.0,[Breakfast and Brunch],,"[eggs, milk, water, butter, all-purpose flour, salt, cream cheese, confectioners sugar, lemon juice, lemon zest, vanilla extract, heavy cream, strawberries]",crepes
Savory-Shrimp-Crepes-1347406,Savory Shrimp Crepes,3,4200.0,[Main Dishes],,"[eggs, all-purpose flour, milk, butter, mushrooms, fresh dill, salt, pepper, shrimp]",crepes
Strawberry-Crepes-1217635,Strawberry Crepes,4,600.0,[Breakfast and Brunch],,"[milk, eggs, vanilla extract, flour, salt]",crepes
How-To-Make-Crepes-_Thin-Pancakes_-600700,How To Make Crepes (Thin Pancakes),3,480.0,[Breakfast and Brunch],,"[all-purpose flour, eggs, milk, salt]",crepes
Peach-Crepes-514884,Peach Crepes,4,3300.0,[Breakfast and Brunch],,"[eggs, nonfat milk, melted butter, vanilla extract, all-purpose flour, sugar, salt, unsalted butter, brown sugar, cinnamon, nutmeg, peaches, water, powdered sugar, chopped walnuts]",crepes
Strawberry-and-Mascarpone-Crepes-with-Strawberry-Syrup-Closet-Cooking-54986,Strawberry and Mascarpone Crepes with Strawberry Syrup,5,3000.0,"[Breakfast and Brunch, Desserts]",,"[strawberries, sugar, mascarpone, yoghurt, crepes, strawberry syrup, water]",crepes
Perfect-Paleo-Crepes-1008791,Perfect Paleo Crepes,4,1800.0,[Breakfast and Brunch],,"[almond milk, eggs, vanilla extract, coconut flour, baking powder, salt]",crepes
French-Pancake-_-Sweet-Crepes-1078761,French Pancake | Sweet Crepes,4,2100.0,[Breakfast and Brunch],[French],"[all-purpose flour, baking powder, white sugar, milk, eggs, butter, salt, oil, fruit]",crepes
Poblano-Crepes-511325,Poblano Crepes,5,,[Breakfast and Brunch],,"[all-purpose flour, large eggs, milk, cold water, salt, unsalted butter, poblano chiles]",crepes
Apple-Pie-Crepes-1359202,Apple Pie Crepes,4,1800.0,[Desserts],,"[eggs, coconut oil, honey, gluten free oat flour, whole milk, whole milk yoghurt, cream cheese, whipped cream, apple pie spice, pure maple syrup, vanilla extract, chopped pecans]",crepes
Red-Velvet-Crepes-1313165,Red Velvet Crepes,4,3000.0,[Desserts],,"[all-purpose flour, baking powder, baking soda, salt, sugar, buttermilk, low-fat milk, large eggs, vanilla extract, cocoa powder, red food coloring, unsalted butter, cooking oil, heavy cream, mascarpone, powdered sugar, orange, raspberry jam, bittersweet chocolate]",crepes
Simple-Buckwheat-Crepes-1107795,Simple Buckwheat Crepes,4,2700.0,[Breakfast and Brunch],,"[rice milk, salt, coconut oil, buckwheat flour, medium eggs]",crepes
Banana-Split-Crepes-1128691,Banana Split Crepes,4,3300.0,[Desserts],,"[all-purpose flour, granulated sugar, melted butter, whole milk, water, eggs, vanilla extract, salt, whipped cream, condensed milk, bananas, chocolate syrup]",crepes
Almond-Oat-Banana-Crepes-1050119,Almond Oat Banana Crepes,4,2700.0,"[Desserts, Breakfast and Brunch]",,"[almond meal, old-fashioned oats, all-purpose flour, milk, eggs, vanilla extract, brown sugar, salt, bananas, Nutella]",crepes
