id,recipeName,rating,totalTimeInSeconds,course,cuisine,ingredients,dish
Homestyle-Chicken-and-Dumpling-Soup-1369320,Homestyle Chicken and Dumpling Soup,3,2400.0,[Soups],,"[chicken broth, cooked chicken, condensed cream of chicken soup, poultry seasoning, refrigerated buttermilk biscuits, carrots, celery ribs]",dumpling
Crescent-Roll-Apple-Dumplings-1314634,Crescent Roll Apple Dumplings,4,2700.0,[Desserts],,"[refrigerated crescent rolls, butter, brown sugar, vanilla extract, cinnamon, 7 Up, granny smith apples]",dumpling
Steamed-Asian-Dumplings-1276967,Steamed Asian Dumplings,4,1800.0,,[Asian],"[soy sauce, ginger, water, sesame oil, ground turkey, zucchini, canola oil, wonton wrappers]",dumpling
Chicken-and-Dumplings-1229415,Chicken and Dumplings,4,4500.0,[Main Dishes],,"[stewing chicken, rib, onions, thyme, salt, pepper, chicken broth, dumplings, flour, baking powder, shortening, milk]",dumpling
Classic-Russian-Dumplings---Pelmeni-1378727,Classic Russian Dumplings - Pelmeni,4,4200.0,[Main Dishes],,"[ground beef, ground pork, onions, garlic cloves, freshly ground black pepper, salt, bay leaves, butter, dough, all-purpose flour, cold water, cooking oil]",dumpling
Chicken-_-Dumplings-1011677,Chicken & Dumplings,4,4500.0,[Main Dishes],,"[boneless chicken breast, carrots, celery, onions, canola oil, butter, flour, chicken stock, poultry seasoning, fresh parsley, salt, cracked black pepper, dumplings, eggs, water]",dumpling
Pork-Dumplings-1349938,Pork Dumplings,4,4200.0,[Main Dishes],,"[dough, flour, hot water, salt, olive oil, ground pork, napa cabbage, scallions, eggs, garlic, soy sauce, ground ginger, brown sugar, rice vinegar]",dumpling
Strudla-_German-Dumplings_-1025952,Strudla {German Dumplings},4,4200.0,,,"[active dry yeast, granulated sugar, warm water, all-purpose flour, salt]",dumpling
Apple-Dumplings-The-Pioneer-Woman-41443,Apple Dumplings,5,,[Desserts],[American],"[granny smith apples, crescent rolls, butter, sugar, vanilla, cinnamon, Mountain Dew Soda]",dumpling
Apple-Dumplings-1291941,Apple Dumplings,4,3900.0,[Desserts],,"[crescent rolls, butter, brown sugar, vanilla, cinnamon, mountain dew, apples]",dumpling
Strawberry-Dumplings-1188447,Strawberry Dumplings,4,3900.0,[Desserts],,"[pies, strawberries, sugar, water, butter]",dumpling
Potsticker-Dumplings-776957,Potsticker Dumplings,3,2700.0,,[Asian],"[soy sauce, rice vinegar, toasted sesame oil, sugar, scallions, hot green chile, water, ground turkey, bok choy, peeled fresh ginger, garlic cloves, sesame oil, coarse salt, large egg whites, dumpling wrappers, peanut oil]",dumpling
Deep-Fried-Nutella-Smores-Dumplings-1202671,Deep Fried Nutella S’mores Dumplings,4,2700.0,[Desserts],,"[peanut oil, Nutella, dumpling wrappers, graham crackers, granulated sugar, cinnamon, Marshmallow Fluff]",dumpling
Trisha-Yearwood-Apple-Dumplings-1178406,Trisha Yearwood Apple Dumplings,4,3600.0,[Desserts],,"[granny smith apples, lemon, sugar, butter, vanilla extract, buttermilk biscuits, ground cinnamon]",dumpling
Mandu-Korean-Dumplings-1217951,Mandu Korean Dumplings,3,5400.0,"[Appetizers, Main Dishes]",[Asian],"[ground beef, sesame oil, diced yellow onion, slaw mix, extra firm tofu, beansprouts, scallions, garlic, hoisin sauce, salt, dumpling wrappers, oil, soy sauce]",dumpling
Chicken-_-Dumplings-474742,Chicken & Dumplings,4,6300.0,[Main Dishes],,"[chicken broth, celery, carrots, garlic, onions, bay leaf, dried parsley, salt, pepper, fryer chickens, dumplings]",dumpling
Slow-Cooker-Chicken-and-Dumplings-_Whole-Grain_-1365977,Slow Cooker Chicken and Dumplings (Whole Grain),4,1200.0,[Main Dishes],,"[boneless chicken skinless thigh, olive oil, onions, celery ribs, sliced carrots, garlic cloves, tomato paste, bay leaves, dried thyme, all-purpose flour, dry white wine, chicken broth, frozen peas, whole grain spelt flour, baking powder, salt, milk, unsalted butter]",dumpling
Cracker-Barrel-Homemade-Chicken-and-Dumplings-1279503,Cracker Barrel Homemade Chicken and Dumplings,4,2400.0,,,"[flour, baking powder, salt, butter, milk, chicken broth, cooked chicken]",dumpling
Cracker-Barrel-Homemade-Chicken-and-Dumplings-1293328,Cracker Barrel Homemade Chicken and Dumplings,4,3000.0,,,"[flour, baking powder, salt, butter, milk, chicken broth, cooked chicken]",dumpling
Chicken-_-Dumplings-1072984,Chicken & Dumplings,4,4200.0,[Main Dishes],,"[chicken, celery ribs, onions, carrots, chicken broth, water, marjoram, salt, pepper, flour, all-purpose flour, baking powder, shortening, milk]",dumpling
Peggy_s-Classic-Apple-Dumplings-1352369,Peggy's Classic Apple Dumplings,3,4500.0,[Desserts],,"[sugar, ground cinnamon, ground nutmeg, butter, all-purpose flour, baking powder, salt, shortening, rome apples, milk, chopped pecans]",dumpling
Homemade-Chicken-_-Dumplings-475242,Homemade Chicken & Dumplings,4,6300.0,[Main Dishes],,"[fryer chickens, onions, carrots, celery ribs, pepper, salt, all-purpose flour, baking powder, butter, milk]",dumpling
Easy-Lemon-Dumplings-1005563,Easy Lemon Dumplings,4,900.0,[Desserts],,"[all-purpose flour, baking powder, butter, milk, boiling water, regular sugar, maple syrup, lemon juice]",dumpling
Chicken-and-Dumplings-BB,Chicken and Dumplings,4,5400.0,[Main Dishes],[Kid-Friendly],"[boneless skinless chicken breasts, butter, carrots, celery ribs, chopped onion, garlic, chicken broth, chicken stock cubes, frozen peas, flour, bisquick, milk]",dumpling
Ricotta-dumplings-357861,Ricotta Dumplings,5,2100.0,,,"[ricotta cheese, eggs, salt, ground pepper, grated parmesan cheese, flour, tomato sauce, basil leaves]",dumpling
Turkey-Dumplings-Allrecipes,Turkey Dumplings,4,4200.0,[Main Dishes],[American],"[turkey meat, water, pepper, salt, all-purpose flour, biscuit dough]",dumpling
Pork-and-Chives-Dumplings-__-1043395,Pork and Chives Dumplings (韭菜餃子),4,2700.0,[Appetizers],,"[dumpling wrappers, ground pork, chinese chives, soy sauce, chinese rice wine, white pepper, sesame oil]",dumpling
Cheddar-Tomato-Dumplings-TasteOfHome_1,Cheddar Tomato Dumplings,5,2100.0,,,"[finely chopped onion, green pepper, vegetable oil, all-purpose flour, diced tomatoes, celery leaves, sugar, salt, pepper, dumplings, baking powder, shortening, shredded cheddar cheese, milk]",dumpling
Turkey-Dumplings-1321773,Turkey Dumplings,3,900.0,,,"[turkey meat, water, all-purpose flour, biscuit dough, salt, pepper]",dumpling
Skillet-Chicken-_-Dumplings-1253962,Skillet Chicken & Dumplings,4,3300.0,[Main Dishes],,"[butter oil, chopped onion, chopped celery, chicken broth, chicken, fresh parsley, cream of chicken soup, Pillsbury Biscuits]",dumpling
Pork-Dumplings-Epicurious_2,Pork Dumplings,5,4500.0,,,"[all-purpose flour, peeled fresh ginger, light soy sauce, scallions, ground pork]",dumpling
Chicken-_-dumplings-297663,Chicken & Dumplings,4,4800.0,[Main Dishes],,"[all-purpose flour, salt, ground black pepper, chicken, Country Crock® Spread, onions, celery, carrots, dri thyme leaves, crush, chicken broth, baking powder, milk, finely chopped fresh parsley]",dumpling
Apple-Dumplings-768072,Apple Dumplings,3,4200.0,[Desserts],,"[dough, pies, baking apples, raisins, nuts, brown sugar, water]",dumpling
Mountain-Dew-Apple-Dumplings-1353848,Mountain Dew Apple Dumplings,3,3900.0,[Desserts],,"[crescent rolls, butter, brown sugar, vanilla, cinnamon, mountain dew, apples]",dumpling
Potato-Dumplings-Ii-Allrecipes,Potato Dumplings II,4,1800.0,[Side Dishes],[German],"[potato flakes, hot water, salt, eggs, all-purpose flour]",dumpling
Chinese-Pork-Potsticker-Dumplings-1359294,Chinese Pork Potsticker Dumplings,3,9000.0,[Appetizers],[Chinese],"[plain flour, hot water, minced pork, chinese leaves, ginger, Shaoxing wine, dark soy sauce, light soy sauce, salt, freshly ground black pepper, spring onions, sesame oil, sugar, chicken stock, oil, water, soy sauce, white rice vinegar, chili oil]",dumpling
Chicken-_-Dumplings-993002,Chicken & Dumplings,4,5400.0,[Main Dishes],,"[roasting chickens, roasting hen, butter, carrots, celery, onions, chicken broth, parsley, dumplings, flour, crisco, salt, baking soda, water, chicken stock, pepper]",dumpling
Curried-Chicken-and-Dumplings-1341370,Curried Chicken and Dumplings,3,3600.0,[Main Dishes],,"[canola oil, onions, carrots, celery, boneless chicken skinless thigh, mild curry powder, kosher salt, ground black pepper, flour, cornmeal, sugar, baking powder, baking soda, heavy cream, chicken broth, frozen peas, chopped cilantro]",dumpling
Turkey-Dumplings-Martha-Stewart-197624,Turkey Dumplings,4,3300.0,,,"[ground turkey, iceberg lettuce, soy sauce, sesame oil, white vinegar, sugar, scallions, large eggs, white button mushrooms, coarse salt, all-purpose flour, dumpling skins, canola oil, dipping sauces]",dumpling
Chicken-and-Dumplings-Simply-Recipes-42751,Chicken and Dumplings,5,3600.0,[Main Dishes],,"[chicken thighs, butter oil, salt, chicken stock, celery ribs, carrots, onions, all-purpose flour, dried thyme, dry sherry, heavy cream, frozen peas, fresh parsley leaves, white pepper, cake flour, baking powder, butter, milk, leaves]",dumpling
